Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Awer Mabil,au AUS,MF,CÃ¡diz,es La Liga,27,1995,4,1,155,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches,2,1,50.0,1.16,0.58,0.00,0.00,20.2,0,0.03,-0.1,-0.1,27,46,58.7,404,150,12,14,85.7,13,21,61.9,1,7,14.3,0.0,1,2,0,0,3,42,4,0,7,3,5,2,1,1,0,30,5,11,2,41,1,1,0,0,3,3,3,1,0.58,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,0,2,0,0.0,3,5,31.3,2,6,8,0,1,2,1,0,67,3,1,100.0,2,0,47,0,6,3,65,48,73.8,9,39,21.5,61,0,3,31,3,0.00,0,5,-5,-2.90,-1.63,1.2,4.5,-3.2,-1.88,-0.95,0,0,0,0,0,7,1,4,20.0,Big-5-European-Leagues,Big5,2022-2023
Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23,1998,9,9,810,9.0,4,0,1,3,3,3,0,0.44,0.00,0.44,0.11,0.11,2.9,0.5,0.2,0.7,0.32,0.02,0.34,0.06,0.08,Matches,14,5,35.7,1.56,0.56,0.07,0.20,29.2,2,0.04,+1.1,+0.5,450,520,86.5,8724,1956,183,202,90.6,207,221,93.7,56,73,76.7,-0.2,5,44,3,0,37,508,12,0,87,19,2,2,2,0,0,427,46,47,58,439,13,1,3,0,6,10,21,16,1.78,13,1,0,0,1,2,0.22,2,0,0,0,0,0,23,12,9,11,3,9,36.0,16,55,34.6,45,96,18,0,11,45,5,0,614,20,3,71.4,6,1,430,0,4,11,427,416,97.4,12,90,100.0,90,9,0,,0,1.56,14,11,+3,+0.33,,13.8,10.8,+3.0,+0.33,,0,15,0,0,1,113,6,9,40.0,Big-5-European-Leagues,Big5,2022-2023
Deiver Machado,co COL,DF,Lens,fr Ligue 1,29,1993,8,7,576,6.4,1,1,1,0,0,1,1,0.16,0.16,0.31,0.16,0.31,0.3,0.3,0.9,1.2,0.04,0.14,0.18,0.04,0.18,Matches,5,1,20.0,0.78,0.16,0.20,1.00,20.2,0,0.05,+0.7,+0.7,186,223,83.4,3318,857,85,89,95.5,79,96,82.3,20,29,69.0,+0.1,6,7,9,7,8,178,45,0,11,8,19,0,0,0,0,138,45,40,157,17,7,40,0,0,6,5,6,12,1.87,9,1,0,2,0,2,0.31,1,1,0,0,0,0,15,7,5,5,5,6,60.0,4,23,34.8,25,24,17,1,5,22,6,0,281,10,11,66.7,2,0,168,3,9,7,200,166,83.0,17,72,64.0,82,0,1,4,0,2.13,14,6,+8,+1.25,+0.97,13.5,6.7,+6.8,+1.06,+0.95,0,8,1,0,0,34,3,14,17.6,Big-5-European-Leagues,Big5,2022-2023
James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,25,1996,8,8,714,7.9,5,2,5,0,0,4,0,0.63,0.25,0.88,0.63,0.88,1.2,1.2,1.1,2.3,0.15,0.14,0.30,0.15,0.30,Matches,25,10,40.0,3.15,1.26,0.20,0.50,21.3,5,0.05,+3.8,+3.8,320,407,78.6,6097,1624,121,137,88.3,153,179,85.5,42,74,56.8,+0.9,17,41,11,2,38,367,40,0,46,16,16,19,9,8,1,299,38,70,35,364,6,1,0,1,5,16,12,32,4.03,21,5,4,2,0,4,0.50,3,1,0,0,0,0,14,6,8,4,2,3,30.0,7,27,21.6,37,56,32,0,7,23,2,0,503,8,32,60.0,9,1,384,4,15,11,463,394,85.1,45,89,88.1,89,7,0,,0,0.50,14,22,-8,-1.01,-0.07,7.8,11.0,-3.2,-0.41,-0.09,0,13,0,0,0,36,2,9,18.2,Big-5-European-Leagues,Big5,2022-2023
Joakim MÃ¦hle,dk DEN,DF,Atalanta,it Serie A,25,1997,8,4,386,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.2,1.2,0.3,1.6,0.28,0.08,0.36,0.28,0.36,Matches,5,1,20.0,1.17,0.23,0.00,0.00,12.9,0,0.24,-1.2,-1.2,176,216,81.5,2719,1110,104,114,91.2,62,74,83.8,9,18,50.0,+0.7,5,5,6,0,23,174,42,0,29,3,3,0,0,0,0,146,51,19,16,154,3,40,3,1,3,10,8,11,2.56,10,0,0,0,1,1,0.23,1,0,0,0,0,0,7,4,3,0,4,5,50.0,5,14,29.8,11,18,18,0,10,14,4,0,277,8,12,30.0,3,2,179,1,13,6,207,176,85.0,13,48,47.7,82,1,4,15,1,2.25,6,3,+3,+0.70,-0.57,5.8,5.5,+0.3,+0.07,-0.87,0,4,0,0,0,26,1,4,20.0,Big-5-European-Leagues,Big5,2022-2023
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,8,8,720,8.0,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.3,0.7,0.05,0.04,0.09,0.05,0.09,Matches,5,1,20.0,0.62,0.12,0.20,1.00,14.3,0,0.07,+0.6,+0.6,202,286,70.6,3717,1498,96,103,93.2,80,112,71.4,23,59,39.0,-0.3,6,14,5,4,20,227,59,0,29,12,18,0,0,0,0,132,55,99,38,176,7,58,0,0,3,6,7,15,1.87,11,1,1,2,0,1,0.12,0,0,0,0,1,0,12,10,9,3,0,4,28.6,10,14,18.7,39,23,13,1,14,20,19,0,377,26,15,57.1,10,0,213,2,6,12,258,224,86.8,12,90,100.0,90,8,0,,0,1.13,7,9,-2,-0.25,,7.4,9.0,-1.5,-0.19,,0,11,0,0,0,29,9,7,56.3,Big-5-European-Leagues,Big5,2022-2023
Soungoutou Magassa,ml MLI,MF,Monaco,fr Ligue 1,19,2003,1,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,24,29,82.8,499,137,12,12,100.0,6,7,85.7,6,10,60.0,0.0,0,2,0,0,3,28,1,0,3,2,1,0,0,0,0,19,1,9,5,22,2,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,4,1,0,0,0.0,1,2,11.1,9,5,4,0,1,5,2,0,38,1,0,,0,0,17,0,0,1,22,22,100.0,1,74,8.2,,0,1,74,3,1.00,1,1,0,0.00,-0.65,2.3,1.9,+0.4,+0.43,+0.46,0,3,0,0,0,5,1,1,50.0,Big-5-European-Leagues,Big5,2022-2023
Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24,1998,8,8,563,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.03,0.06,0.09,0.03,0.09,Matches,4,0,0.0,0.64,0.00,0.00,,17.9,0,0.04,-0.2,-0.2,255,330,77.3,4786,1190,103,131,78.6,117,131,89.3,31,55,56.4,-0.4,2,31,12,0,36,322,8,1,45,11,2,0,0,0,0,237,38,55,49,257,19,0,0,2,10,13,7,7,1.12,5,0,0,1,0,0,0.00,0,0,0,0,0,0,12,9,7,2,3,4,44.4,5,26,28.0,34,46,13,0,7,31,7,0,394,12,5,33.3,1,0,248,1,8,3,266,253,95.1,14,70,69.5,70,4,0,,0,1.25,10,7,+3,+0.48,+2.30,8.1,9.5,-1.4,-0.22,+1.19,0,15,0,1,0,81,8,8,50.0,Big-5-European-Leagues,Big5,2022-2023
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24,1998,9,5,481,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05,Matches,4,2,50.0,0.75,0.37,0.00,0.00,25.8,0,0.03,-0.1,-0.1,198,243,81.5,4271,722,73,84,86.9,84,98,85.7,39,54,72.2,-0.1,4,21,4,3,17,229,14,0,24,23,9,1,0,1,0,170,23,50,38,188,9,3,0,1,7,5,7,10,1.87,8,0,0,0,1,1,0.19,0,0,0,0,0,1,16,12,6,9,1,7,53.8,6,30,37.5,24,47,9,0,4,24,6,0,292,9,2,83.3,5,1,183,1,2,1,200,183,91.5,12,53,53.4,78,2,4,23,0,0.56,7,11,-4,-0.75,+0.76,7.0,6.8,+0.2,+0.05,+1.20,0,4,0,0,0,52,7,7,50.0,Big-5-European-Leagues,Big5,2022-2023
Yohann Magnin,fr FRA,"MF,DF",Clermont Foot,fr Ligue 1,25,1997,10,5,557,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.04,0.08,0.11,0.04,0.11,Matches,3,0,0.0,0.48,0.00,0.00,,14.8,0,0.08,-0.2,-0.2,247,296,83.4,4178,1105,128,139,92.1,91,111,82.0,25,36,69.4,-0.5,4,14,2,2,21,283,13,0,21,9,9,0,0,0,0,234,26,36,7,263,10,12,0,1,9,4,8,6,0.97,6,0,0,0,0,0,0.00,0,0,0,0,0,0,22,14,10,11,1,7,36.8,12,36,29.5,52,56,14,0,17,31,23,0,389,22,10,25.0,2,0,241,1,4,6,264,241,91.3,11,56,61.9,90,5,5,21,0,1.60,10,8,+2,+0.32,+1.11,6.1,11.9,-5.8,-0.94,+0.18,0,6,0,1,0,51,8,7,53.3,Big-5-European-Leagues,Big5,2022-2023
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29,1993,3,2,191,2.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.01,0.09,0.08,0.09,Matches,1,0,0.0,0.47,0.00,0.00,,5.0,0,0.18,-0.2,-0.2,118,130,90.8,2853,778,31,32,96.9,54,60,90.0,30,34,88.2,0.0,1,11,0,0,6,127,3,0,16,14,1,0,0,0,0,96,11,23,16,97,10,0,1,0,2,2,1,2,0.94,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,100.0,0,5,33.3,10,3,2,0,1,4,6,0,146,19,1,,0,0,95,0,0,0,100,98,98.0,1,64,26.5,90,2,1,11,3,1.00,1,6,-5,-2.36,-2.87,2.6,3.5,-0.9,-0.42,-0.36,0,3,0,0,0,27,7,3,70.0,Big-5-European-Leagues,Big5,2022-2023
Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,31,1991,8,3,311,3.5,1,0,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,0.9,0.9,0.4,1.4,0.27,0.12,0.39,0.27,0.39,Matches,10,3,30.0,2.89,0.87,0.10,0.33,17.3,0,0.09,+0.1,+0.1,203,233,87.1,3936,788,88,97,90.7,82,87,94.3,32,44,72.7,-0.4,7,12,10,2,22,216,17,0,29,12,12,8,5,0,1,181,18,34,214,13,1,4,0,0,4,2,5,15,4.34,10,2,1,0,0,3,0.87,2,0,0,1,0,0,3,2,0,1,2,1,50.0,1,10,27.8,5,13,18,0,1,5,2,0,266,3,18,60.0,11,0,222,4,7,3,242,217,89.7,30,39,38.4,73,1,5,18,1,2.75,11,5,+6,+1.74,-1.51,6.0,1.9,+4.1,+1.18,-0.95,0,1,0,0,0,23,2,4,33.3,Big-5-European-Leagues,Big5,2022-2023
Arne Maier,de GER,MF,Augsburg,de Bundesliga,23,1999,6,5,378,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.08,0.04,0.12,0.08,0.12,Matches,8,2,25.0,1.90,0.48,0.00,0.00,25.1,2,0.04,-0.3,-0.3,101,145,69.7,1988,520,41,55,74.5,44,57,77.2,15,27,55.6,-0.2,5,2,1,1,9,123,22,0,27,9,4,12,4,6,0,96,18,31,20,115,6,0,2,0,3,8,4,7,1.67,3,3,0,1,0,0,0.00,0,0,0,0,0,0,4,1,2,1,1,1,100.0,0,13,22.0,14,35,10,0,5,8,0,0,186,3,8,50.0,1,0,119,2,5,11,141,119,84.4,7,63,46.7,73,1,1,13,3,1.00,3,7,-4,-0.95,-0.95,2.2,7.9,-5.7,-1.35,-0.70,0,5,0,0,0,28,2,5,28.6,Big-5-European-Leagues,Big5,2022-2023
Mike Maignan,fr FRA,GK,Milan,it Serie A,27,1995,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,189,243,77.8,5506,2936,29,29,100.0,82,82,100.0,77,131,58.8,0.0,0,8,1,0,0,215,28,0,22,3,0,0,0,0,0,151,6,86,37,178,0,0,28,2,3,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,257,218,0,,0,0,170,0,0,0,170,170,100.0,0,90,77.8,90,7,0,,0,2.00,13,8,+5,+0.71,-1.29,12.2,5.8,+6.4,+0.91,-0.12,0,0,0,0,0,27,0,0,,Big-5-European-Leagues,Big5,2022-2023
Linton Maina,de GER,"FW,MF",KÃ¶ln,de Bundesliga,23,1999,8,3,360,4.0,1,1,1,0,0,0,0,0.25,0.25,0.50,0.25,0.50,0.9,0.9,0.5,1.3,0.22,0.12,0.33,0.22,0.33,Matches,7,5,71.4,1.75,1.25,0.14,0.20,17.8,0,0.12,+0.1,+0.1,71,103,68.9,1376,371,28,35,80.0,32,43,74.4,11,15,73.3,+0.5,7,9,8,4,11,101,2,0,11,1,10,2,0,1,0,76,11,16,30,66,6,0,0,0,3,3,11,11,2.75,10,1,0,0,0,1,0.25,1,0,0,0,0,0,4,2,2,2,0,3,50.0,3,31,29.8,23,38,43,0,5,7,1,0,151,3,19,14.3,1,0,115,6,13,4,129,101,78.3,32,45,44.4,76,0,5,27,1,1.50,8,7,+1,+0.25,+0.25,6.1,5.8,+0.3,+0.09,-0.28,0,8,0,0,0,27,1,4,20.0,Big-5-European-Leagues,Big5,2022-2023
Ainsley Maitland-Niles,eng ENG,MF,Southampton,eng Premier League,25,1997,2,1,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,28,36,77.8,528,123,10,15,66.7,13,14,92.9,4,5,80.0,0.0,0,3,0,0,3,36,0,0,2,0,0,0,0,0,0,28,3,5,3,29,4,0,0,0,0,2,0,1,1.07,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,1,100.0,0,4,30.8,7,5,1,0,2,2,3,0,45,4,1,50.0,1,0,22,0,1,0,34,32,94.1,0,42,10.4,66,0,1,18,1,0.00,1,2,-1,-1.07,-0.08,1.0,1.3,-0.3,-0.30,+0.05,0,1,0,0,0,6,1,1,50.0,Big-5-European-Leagues,Big5,2022-2023
Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,24,1998,8,4,314,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,0.3,0.3,0.7,0.9,0.07,0.19,0.26,0.07,0.26,Matches,5,0,0.0,1.43,0.00,0.00,,19.8,1,0.05,-0.3,-0.3,156,191,81.7,2737,646,75,85,88.2,55,60,91.7,20,32,62.5,+0.3,7,13,7,1,14,179,12,0,21,3,7,8,3,2,0,159,11,21,154,31,1,1,3,2,2,5,9,14,4.01,9,1,0,2,0,2,0.57,1,1,0,0,0,0,6,3,1,0,5,0,0.0,4,9,18.4,12,20,17,0,1,10,1,0,233,5,19,70.0,7,1,176,1,6,15,194,177,91.2,38,39,34.9,56,0,4,23,0,1.88,5,4,+1,+0.29,-1.25,5.3,3.7,+1.6,+0.46,-0.43,0,12,0,0,0,30,1,4,20.0,Big-5-European-Leagues,Big5,2022-2023
Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24,1998,9,7,490,5.4,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,0.4,0.7,0.06,0.07,0.13,0.06,0.13,Matches,5,0,0.0,0.92,0.00,0.00,,19.8,0,0.07,-0.3,-0.3,168,192,87.5,2462,619,97,110,88.2,60,65,92.3,7,10,70.0,+0.6,5,11,4,0,16,191,1,0,27,2,3,0,0,0,0,157,19,16,170,14,5,0,0,0,0,5,4,9,1.65,7,0,2,0,0,1,0.18,1,0,0,0,0,0,9,6,4,3,2,2,40.0,3,16,30.2,17,27,9,0,2,19,4,0,243,7,8,77.8,7,0,184,1,4,7,201,179,89.1,8,54,60.5,65,0,2,19,0,2.22,10,9,+1,+0.18,-2.07,7.0,7.5,-0.5,-0.09,-1.09,0,8,0,0,0,35,3,2,60.0,Big-5-European-Leagues,Big5,2022-2023
BÃ©ni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,20,2002,5,0,105,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.28,0.00,0.28,0.28,0.28,Matches,4,0,0.0,3.43,0.00,0.00,,16.4,0,0.08,-0.3,-0.3,10,23,43.5,96,38,9,18,50.0,0,2,0.0,0,1,0.0,0.0,0,1,1,0,2,23,0,0,5,0,4,0,0,0,0,16,5,2,3,18,1,0,0,0,0,3,4,4,3.43,1,0,1,0,2,0,0.00,0,0,0,0,0,0,2,1,0,1,1,1,33.3,2,4,19.0,3,10,8,0,1,5,0,0,42,2,6,50.0,3,0,28,1,3,3,38,25,65.8,7,21,11.7,,0,5,21,4,1.20,2,1,+1,+0.86,+0.97,1.0,1.7,-0.7,-0.57,-0.31,0,3,0,0,0,8,2,11,15.4,Big-5-European-Leagues,Big5,2022-2023
Nemanja MaksimoviÄ,rs SRB,MF,Getafe,es La Liga,27,1995,7,5,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,2,1,50.0,0.47,0.24,0.00,0.00,17.9,0,0.03,-0.1,-0.1,83,102,81.4,1403,224,42,52,80.8,33,37,89.2,6,9,66.7,0.0,1,4,0,0,8,98,4,0,18,0,0,1,0,0,0,77,7,18,16,73,10,0,0,0,4,2,1,1,0.24,1,0,0,0,0,0,0.00,0,0,0,0,0,0,10,8,5,5,0,2,66.7,1,18,27.7,19,33,13,0,8,18,7,0,145,9,4,,0,0,70,0,0,5,79,76,96.2,2,54,46.9,63,1,2,32,0,1.14,4,6,-2,-0.47,+0.78,2.4,5.2,-2.8,-0.66,-0.58,0,5,0,0,0,26,4,7,36.4,Big-5-European-Leagues,Big5,2022-2023
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23,1999,7,5,451,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,1,0,0.0,0.20,0.00,0.00,,24.4,0,0.03,0.0,0.0,179,214,83.6,2645,766,98,107,91.6,58,64,90.6,13,25,52.0,0.0,0,10,0,0,8,169,45,0,27,4,4,2,1,0,1,141,49,24,142,22,4,40,4,1,3,4,6,1,0.20,1,0,0,0,0,0,0.00,0,0,0,0,0,0,11,2,8,2,1,4,33.3,8,15,23.1,41,21,3,0,9,24,14,0,273,22,3,66.7,4,0,145,0,1,5,146,138,94.5,4,64,62.6,81,4,2,23,1,1.71,7,6,+1,+0.20,+1.20,6.2,7.3,-1.0,-0.20,-0.14,0,12,0,0,0,37,7,4,63.6,Big-5-European-Leagues,Big5,2022-2023
Daniel Maldini,it ITA,"MF,FW",Spezia,it Serie A,21,2001,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches,1,1,100.0,2.81,2.81,0.00,0.00,17.7,0,0.04,0.0,0.0,11,13,84.6,226,51,3,3,100.0,6,7,85.7,2,3,66.7,0.0,0,0,1,0,2,12,1,0,2,1,0,1,1,0,0,8,2,3,0,12,0,0,0,0,0,0,0,1,2.81,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1,1,12.5,0,4,4,0,1,1,0,0,18,0,2,100.0,1,0,14,1,1,0,18,13,72.2,3,32,4.0,,0,1,32,3,0.00,0,1,-1,-2.81,-1.77,0.4,0.3,+0.1,+0.32,+1.42,0,1,0,0,0,2,1,3,25.0,Big-5-European-Leagues,Big5,2022-2023
Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24,1998,6,4,296,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.14,0.13,0.27,0.14,0.27,Matches,6,0,0.0,1.82,0.00,0.00,,12.9,0,0.08,-0.5,-0.5,100,119,84.0,1757,459,45,51,88.2,43,48,89.6,9,15,60.0,-0.4,6,7,4,3,3,114,5,0,18,5,6,2,1,0,0,81,15,23,93,15,4,1,1,1,2,2,2,6,1.82,6,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,0,3,1,0,0.0,1,14,20.3,10,39,20,0,6,5,1,0,150,5,13,0.0,0,0,98,1,4,4,106,98,92.5,12,49,36.5,64,0,2,21,3,1.00,3,6,-3,-0.91,-0.74,4.8,4.6,+0.2,+0.07,-0.30,0,9,0,0,0,32,7,3,70.0,Big-5-European-Leagues,Big5,2022-2023
Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23,1999,5,5,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.0,2.1,0.27,0.25,0.52,0.27,0.52,Matches,11,5,45.5,2.75,1.25,0.00,0.00,16.9,1,0.10,-1.1,-1.1,86,128,67.2,1432,459,40,49,81.6,29,40,72.5,10,25,40.0,-1.0,10,7,4,1,7,106,22,0,29,12,6,20,14,5,0,80,18,30,14,102,2,1,5,0,5,6,4,19,4.75,11,6,1,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,2,66.7,1,10,30.3,7,15,11,0,4,5,1,0,174,5,15,40.0,5,0,117,7,8,8,167,127,76.0,31,72,44.4,72,0,0,,0,2.00,2,6,-4,-1.00,-2.00,5.7,4.7,+0.9,+0.23,-0.62,0,3,0,0,0,13,4,8,33.3,Big-5-European-Leagues,Big5,2022-2023
Ruslan Malinovskyi,ua UKR,"FW,MF",Atalanta,it Serie A,29,1993,9,4,327,3.6,1,1,1,0,0,2,0,0.28,0.28,0.55,0.28,0.55,0.4,0.4,0.8,1.2,0.10,0.22,0.32,0.10,0.32,Matches,10,2,20.0,2.75,0.55,0.10,0.50,24.8,0,0.04,+0.6,+0.6,140,188,74.5,3261,1179,51,63,81.0,54,65,83.1,35,57,61.4,+0.2,9,24,14,1,30,169,19,0,36,17,8,11,6,4,0,131,16,41,170,10,3,1,1,3,7,8,3,15,4.13,8,6,0,1,0,1,0.28,1,0,0,0,0,0,6,6,2,3,1,4,30.8,9,16,23.2,18,27,24,0,6,8,2,0,243,2,5,57.1,8,0,172,0,10,4,198,175,88.4,23,36,40.4,66,0,5,13,0,2.33,6,3,+3,+0.83,-0.29,3.8,3.2,+0.5,+0.14,-0.64,0,7,0,0,0,25,4,7,36.4,Big-5-European-Leagues,Big5,2022-2023
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31,1991,8,8,690,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.07,0.04,0.10,0.07,0.10,Matches,6,2,33.3,0.78,0.26,0.00,0.00,11.0,0,0.09,-0.5,-0.5,343,444,77.3,6319,2714,149,172,86.6,151,196,77.0,38,58,65.5,-0.3,1,20,8,5,32,360,84,1,43,7,18,1,0,1,0,275,64,105,25,315,20,71,0,1,5,17,17,8,1.04,7,0,0,0,0,1,0.13,1,0,0,0,0,0,18,8,11,5,2,8,66.7,4,30,27.8,46,49,13,0,17,22,21,0,532,19,14,80.0,4,0,283,1,8,6,349,320,91.7,18,86,95.8,86,5,0,,0,1.25,9,14,-5,-0.65,-0.65,6.7,11.0,-4.3,-0.56,-2.28,0,22,0,1,0,58,22,10,68.8,Big-5-European-Leagues,Big5,2022-2023
Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27,1995,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,3,100.0,39,11,3,3,100.0,0,0,,0,0,,0.0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,25.0,2,2,0,0,0,0,1,0,5,0,0,,0,0,1,0,0,0,2,2,100.0,0,7,1.9,,0,2,7,4,1.50,0,1,-1,-6.43,-5.66,0.3,0.6,-0.3,-2.08,-1.52,0,0,0,0,0,1,1,1,50.0,Big-5-European-Leagues,Big5,2022-2023
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22,2000,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,211,276,76.4,5237,2860,46,47,97.9,113,116,97.4,52,113,46.0,0.0,0,1,0,0,1,214,62,0,33,9,0,0,0,0,0,179,8,89,166,68,2,0,37,0,7,4,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,301,259,0,,0,0,164,0,0,0,164,164,100.0,0,90,100.0,90,8,0,,0,1.63,14,8,+6,+0.75,,11.5,7.4,+4.1,+0.51,,0,0,0,0,0,36,0,0,,Big-5-European-Leagues,Big5,2022-2023
