Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Mohamed Simakan,fr FRA,DF,RB Leipzig,21,2000,28,23,2009,22.3,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,Matches,12,3,25.0,0.54,0.13,0.08,0.33,11.4,0,0.08,+0.1,+0.1,1207,1372,88.0,22995,7323,455,497,91.5,597,634,94.2,143,219,65.3,-0.3,5,82,7,2,65,1334,38,0,164,16,4,0,0,0,0,1091,110,171,123,1140,55,2,14,5,21,26,10,15,0.67,13,0,0,1,0,2,0.09,1,0,0,0,1,0,45,24,27,14,4,16,51.6,15,96,38.1,137,93,22,0,16,97,71,1,1609,173,26,75.0,16,1,1110,1,15,13,1103,1090,98.8,5,72,65.7,81,15,5,30,2,1.82,47,20,+27,+1.21,+0.52,44.1,24.2,+19.9,+0.89,+0.74,0,26,0,0,0,250,66,23,74.2,Bundesliga,20,2021-2022
Daley Sinkgraven,nl NED,DF,Leverkusen,26,1995,12,3,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.07,0.15,0.22,0.07,0.22,Matches,1,1,100.0,0.26,0.26,0.00,0.00,11.7,0,0.26,-0.3,-0.3,166,207,80.2,2929,962,75,83,90.4,64,79,81.0,21,37,56.8,-0.6,3,17,4,1,19,170,37,1,25,2,5,0,0,0,0,127,47,33,133,29,7,35,0,1,6,3,4,4,1.03,4,0,0,0,0,0,0.00,0,0,0,0,0,0,6,2,4,2,0,2,40.0,3,15,41.7,18,10,8,0,5,15,5,0,242,11,7,62.5,5,0,158,2,3,4,162,150,92.6,3,29,11.5,76,0,9,14,18,2.17,9,2,+7,+1.79,+0.93,8.1,4.0,+4.1,+1.05,+0.52,0,0,0,0,0,23,3,7,30.0,Bundesliga,20,2021-2022
Tobias Sippel,de GER,GK,M'Gladbach,33,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,47,83.0,1222,759,3,3,100.0,18,19,94.7,17,24,70.8,0.0,0,1,0,0,0,40,7,0,6,2,0,0,0,0,0,34,0,13,5,34,0,0,4,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,48,44,0,,0,0,33,0,0,0,29,29,100.0,0,90,2.9,90,1,0,,33,1.00,1,1,0,0.00,+0.21,1.5,0.9,+0.6,+0.60,+0.53,0,0,0,0,0,9,0,0,,Bundesliga,20,2021-2022
Hugo Siquet,be BEL,DF,Freiburg,19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,16,81.3,272,76,5,6,83.3,7,8,87.5,1,2,50.0,0.0,0,2,0,0,1,13,3,0,4,2,1,0,0,0,0,10,2,4,5,8,0,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,20.0,2,2,1,0,0,0,0,0,17,0,0,,0,0,10,0,1,0,14,14,100.0,0,22,0.7,,0,1,22,7,0.00,0,3,-3,-12.27,-12.72,0.2,1.2,-1.0,-4.05,-4.23,0,1,0,0,0,0,0,0,,Bundesliga,20,2021-2022
Ellyes Skhiri,tn TUN,MF,KÃ¶ln,26,1995,22,20,1820,20.2,4,1,4,0,0,3,0,0.20,0.05,0.25,0.20,0.25,3.3,3.3,0.6,3.9,0.16,0.03,0.19,0.16,0.19,Matches,23,8,34.8,1.14,0.40,0.17,0.50,15.1,0,0.14,+0.7,+0.7,794,936,84.8,15757,4074,298,348,85.6,348,395,88.1,133,159,83.6,+0.4,11,51,12,1,67,892,44,0,169,24,7,1,0,1,0,665,103,168,94,743,60,3,5,2,11,23,15,17,0.84,17,0,0,0,0,0,0.00,0,0,0,0,0,0,57,37,27,26,4,22,47.8,24,139,36.7,123,191,65,0,45,102,44,1,1192,94,40,55.0,12,0,661,5,14,20,728,667,91.6,43,83,59.5,88,18,2,27,0,1.64,33,25,+8,+0.40,+0.76,30.0,30.4,-0.4,-0.02,+0.03,0,21,0,0,0,249,47,29,61.8,Bundesliga,20,2021-2022
Robert Skov,dk DEN,"DF,FW",Hoffenheim,25,1996,12,3,368,4.1,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.8,0.8,1.4,2.2,0.19,0.34,0.53,0.19,0.53,Matches,12,2,16.7,2.93,0.49,0.00,0.00,17.8,1,0.06,-0.8,-0.8,131,175,74.9,2717,810,49,58,84.5,60,72,83.3,21,42,50.0,-0.4,9,4,7,1,12,148,27,0,17,8,14,9,3,3,1,108,21,46,122,28,10,10,0,1,6,9,2,14,3.42,6,4,0,0,1,3,0.73,1,0,0,2,0,0,2,2,1,1,0,1,14.3,6,20,31.7,13,26,24,0,4,8,3,0,220,6,21,0.0,0,0,131,5,12,2,180,150,83.3,27,31,12.0,71,1,9,17,4,0.75,5,11,-6,-1.47,-1.60,6.0,8.0,-2.0,-0.50,-0.65,0,5,0,0,0,24,6,5,54.5,Bundesliga,20,2021-2022
Danilo Soares,br BRA,DF,Bochum,29,1991,30,30,2564,28.5,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches,13,1,7.7,0.46,0.04,0.00,0.00,25.2,2,0.04,-0.5,-0.5,1240,1660,74.7,24458,9185,449,528,85.0,589,735,80.1,186,330,56.4,-0.2,20,101,21,7,114,1292,368,0,219,10,53,1,0,0,0,878,360,422,876,335,85,323,8,9,51,66,56,51,1.79,35,5,2,3,6,4,0.14,3,0,0,0,1,0,119,68,67,39,13,52,61.9,32,159,34.5,204,180,77,2,65,226,78,0,2090,147,11,60.9,44,5,1120,5,23,28,1044,967,92.6,30,85,83.8,85,26,0,,1,1.30,32,41,-9,-0.32,+0.59,32.8,45.0,-12.2,-0.43,+0.23,0,45,0,2,0,330,56,39,58.9,Bundesliga,20,2021-2022
Yann Sommer,ch SUI,GK,M'Gladbach,32,1988,33,33,2970,33.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,1103,1459,75.6,31031,17153,211,213,99.1,491,494,99.4,397,746,53.2,+0.7,1,14,1,0,1,1135,324,0,144,42,0,0,0,0,0,874,67,518,267,982,0,1,159,5,28,11,3,2,0.06,1,1,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0.0,3,0,0,0,0,0,1,2,1559,1210,0,,0,0,892,0,1,0,859,858,99.9,0,90,97.1,90,33,0,,1,1.33,53,60,-7,-0.21,-0.21,56.2,53.8,+2.4,+0.07,-0.53,0,0,0,0,1,181,0,0,,Bundesliga,20,2021-2022
Borna Sosa,hr CRO,DF,Stuttgart,23,1998,28,28,2498,27.8,1,8,1,0,0,4,0,0.04,0.29,0.32,0.04,0.32,0.9,0.9,5.9,6.7,0.03,0.21,0.24,0.03,0.24,Matches,25,6,24.0,0.90,0.22,0.04,0.17,22.0,2,0.03,+0.1,+0.1,1311,1786,73.4,24007,10380,612,703,87.1,514,670,76.7,169,353,47.9,+2.1,61,96,58,29,174,1403,383,2,219,71,136,67,13,50,1,959,375,452,1369,89,62,245,3,4,28,75,57,103,3.71,64,26,3,5,1,13,0.47,10,2,0,0,1,0,33,15,22,8,3,14,48.3,15,83,32.9,123,78,51,1,42,70,51,0,2046,83,38,66.7,35,3,1251,12,29,20,1392,1262,90.7,98,89,81.6,89,26,0,,0,1.04,36,47,-11,-0.40,+0.72,36.2,40.7,-4.5,-0.16,+0.12,0,15,0,0,0,204,24,26,48.0,Bundesliga,20,2021-2022
Djibril Sow,ch SUI,MF,Eint Frankfurt,24,1997,31,28,2415,26.8,2,3,2,0,0,5,0,0.07,0.11,0.19,0.07,0.19,0.6,0.6,2.2,2.8,0.02,0.08,0.10,0.02,0.10,Matches,16,3,18.8,0.60,0.11,0.13,0.67,23.8,0,0.04,+1.4,+1.4,1043,1226,85.1,20116,5100,405,458,88.4,474,529,89.6,144,194,74.2,+0.8,21,103,22,3,114,1202,24,1,211,19,6,0,0,0,0,925,134,167,185,958,49,4,6,3,17,42,21,51,1.90,40,1,0,4,4,7,0.26,5,0,0,0,1,1,69,34,33,30,6,14,29.2,34,172,31.4,165,314,69,0,40,139,27,0,1507,62,13,70.0,14,0,982,3,19,18,1020,923,90.5,31,78,78.9,84,18,3,19,0,1.32,36,36,0,0.00,+0.56,37.5,39.3,-1.8,-0.07,+0.69,0,46,0,1,0,302,30,39,43.5,Bundesliga,20,2021-2022
Jerry St. Juste,nl NED,DF,Mainz 05,24,1996,8,7,604,6.7,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,0.1,1.0,0.13,0.02,0.15,0.13,0.15,Matches,12,3,25.0,1.79,0.45,0.08,0.33,16.9,1,0.08,+0.1,+0.1,224,289,77.5,4775,1750,64,81,79.0,108,122,88.5,46,74,62.2,-0.1,2,18,6,1,19,271,18,0,39,7,3,0,0,0,0,192,32,65,28,225,20,0,0,0,4,6,11,6,0.89,4,0,0,0,1,0,0.00,0,0,0,0,0,0,16,12,7,9,0,8,72.7,3,36,46.2,41,34,3,0,9,37,26,0,379,38,11,25.0,1,0,202,1,2,2,207,197,95.2,2,76,19.7,80,6,1,45,2,1.25,7,4,+3,+0.45,+0.37,9.6,6.3,+3.3,+0.49,+0.42,0,14,0,0,0,77,31,15,67.4,Bundesliga,20,2021-2022
Anton Stach,de GER,MF,Mainz 05,22,1998,29,20,1861,20.7,1,6,1,0,0,6,0,0.05,0.29,0.34,0.05,0.34,1.7,1.7,3.3,5.0,0.08,0.16,0.24,0.08,0.24,Matches,49,12,24.5,2.37,0.58,0.02,0.08,24.8,8,0.03,-0.7,-0.7,706,964,73.2,12789,4142,339,418,81.1,257,335,76.7,93,162,57.4,+2.7,27,68,18,4,85,910,54,0,218,34,24,26,14,10,1,571,135,258,153,669,78,2,5,5,17,37,30,59,2.85,36,9,2,8,1,10,0.48,9,1,0,0,0,0,42,28,22,17,3,15,34.1,29,132,32.5,141,193,72,0,30,114,30,1,1287,50,33,55.3,25,1,688,5,34,26,790,707,89.5,43,64,60.8,83,9,9,22,2,1.17,31,33,-2,-0.10,-0.62,28.9,32.7,-3.8,-0.18,-0.85,0,37,0,0,0,290,65,23,73.9,Bundesliga,20,2021-2022
Kostas Stafylidis,gr GRE,"DF,MF",Bochum,27,1993,24,15,1388,15.4,0,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.9,1.3,0.03,0.06,0.09,0.03,0.09,Matches,16,5,31.3,1.04,0.32,0.00,0.00,28.4,3,0.03,-0.5,-0.5,506,695,72.8,11230,4231,159,184,86.4,231,291,79.4,112,201,55.7,+0.1,12,33,12,7,51,537,158,1,98,29,32,10,4,4,2,325,121,249,388,122,40,126,0,1,13,21,17,29,1.88,12,9,2,1,2,3,0.19,0,1,0,1,0,1,50,28,27,14,9,18,58.1,13,57,32.6,76,68,31,1,24,90,49,0,894,73,2,66.7,10,0,432,0,12,13,434,410,94.5,7,58,45.4,80,7,9,22,3,1.33,15,27,-12,-0.78,-0.67,19.3,25.8,-6.6,-0.43,+0.07,0,13,0,0,0,134,29,26,52.7,Bundesliga,20,2021-2022
Josip StaniÅ¡iÄ,hr CRO,DF,Bayern Munich,21,2000,13,6,644,7.2,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06,Matches,4,3,75.0,0.56,0.42,0.25,0.33,11.0,0,0.08,+0.7,+0.7,518,596,86.9,9390,2427,222,241,92.1,223,244,91.4,64,90,71.1,-0.1,2,25,4,1,39,533,63,0,88,14,9,1,0,1,0,454,86,56,99,422,13,58,1,0,9,17,11,13,1.82,12,0,0,0,0,1,0.14,0,0,0,1,0,0,20,11,8,10,2,8,44.4,10,30,27.0,39,50,22,0,13,41,13,0,672,26,15,46.7,8,1,444,3,6,5,473,456,96.4,17,50,21.0,78,2,7,25,10,2.46,25,9,+16,+2.24,+0.60,20.3,8.2,+12.1,+1.69,+0.24,0,6,0,0,0,78,6,10,37.5,Bundesliga,20,2021-2022
Niklas Stark,de GER,"DF,MF",Hertha BSC,26,1995,26,22,2031,22.6,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.3,1.0,0.03,0.01,0.05,0.03,0.05,Matches,12,4,33.3,0.53,0.18,0.08,0.25,13.8,0,0.06,+0.2,+0.2,843,1005,83.9,18441,6982,246,283,86.9,427,471,90.7,167,237,70.5,-0.3,3,32,3,0,53,956,49,1,143,28,1,0,0,0,0,695,106,204,51,818,88,3,2,3,16,18,10,13,0.58,9,1,0,0,2,1,0.04,0,0,0,0,0,1,42,26,27,13,2,12,54.5,10,90,38.8,143,79,10,0,28,85,128,1,1274,215,13,85.7,7,0,650,0,5,5,719,703,97.8,0,78,66.4,89,21,4,20,1,1.15,26,44,-18,-0.80,+0.60,22.6,35.9,-13.3,-0.59,+0.10,0,23,0,1,0,238,84,41,67.2,Bundesliga,20,2021-2022
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,29,1991,20,13,967,10.7,0,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,1.3,1.3,1.2,2.4,0.12,0.11,0.23,0.12,0.23,Matches,13,2,15.4,1.21,0.19,0.00,0.00,14.3,0,0.10,-1.3,-1.3,331,430,77.0,5931,1820,160,184,87.0,124,164,75.6,41,64,64.1,-0.2,11,22,10,4,36,389,41,0,65,17,27,1,0,1,0,253,85,92,313,42,26,36,2,6,12,14,11,35,3.26,25,0,0,5,3,3,0.28,2,0,0,1,0,0,19,5,11,7,1,7,38.9,11,54,30.0,55,78,47,0,14,36,11,0,552,25,28,58.3,7,0,340,5,23,11,458,362,79.0,54,48,31.6,64,1,7,19,11,1.55,8,18,-10,-0.93,-0.89,15.3,14.6,+0.7,+0.07,+0.14,0,18,0,0,0,80,17,26,39.5,Bundesliga,20,2021-2022
Pascal Stenzel,de GER,DF,Stuttgart,25,1996,16,9,899,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,7,3,42.9,0.70,0.30,0.00,0.00,24.9,1,0.04,-0.3,-0.3,552,681,81.1,13047,4688,156,171,91.2,251,284,88.4,139,205,67.8,-0.2,7,45,9,3,53,560,121,1,79,48,10,4,1,3,0,362,121,198,42,495,33,96,2,0,12,14,14,16,1.60,14,1,0,0,0,0,0.00,0,0,0,0,0,0,24,17,15,5,4,14,43.8,18,52,38.8,70,49,15,0,21,47,21,0,776,45,6,44.4,5,0,433,1,3,2,469,457,97.4,7,56,29.4,80,6,7,26,11,0.88,9,14,-5,-0.50,+0.04,15.2,14.0,+1.2,+0.12,+0.43,0,12,0,0,0,97,14,14,50.0,Bundesliga,20,2021-2022
Angelo Stiller,de GER,MF,Hoffenheim,20,2001,26,18,1693,18.8,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,1.0,1.0,1.1,2.1,0.05,0.06,0.11,0.05,0.11,Matches,15,4,26.7,0.80,0.21,0.13,0.50,17.2,0,0.07,+1.0,+1.0,796,963,82.7,13944,3748,368,428,86.0,335,376,89.1,78,118,66.1,-0.1,12,72,19,2,90,944,19,2,214,14,7,4,3,0,0,690,113,160,790,87,51,4,5,2,8,36,16,29,1.54,28,0,0,0,0,4,0.21,4,0,0,0,0,0,36,23,16,12,8,11,44.0,14,116,33.0,92,175,85,0,25,66,16,1,1129,38,32,54.5,14,0,665,6,17,11,869,778,89.5,53,65,55.3,83,12,8,24,5,1.23,33,39,-6,-0.32,-0.58,28.8,34.0,-5.1,-0.27,-0.78,0,32,0,0,0,189,32,32,50.0,Bundesliga,20,2021-2022
Lars Stindl,de GER,"MF,FW",M'Gladbach,32,1988,26,20,1629,18.1,4,5,4,0,2,10,0,0.22,0.28,0.50,0.22,0.50,6.4,4.9,3.4,8.3,0.35,0.19,0.54,0.27,0.46,Matches,42,14,33.3,2.32,0.77,0.10,0.29,18.0,2,0.12,-2.4,-0.9,672,816,82.4,11075,2342,357,402,88.8,225,268,84.0,69,102,67.6,+1.6,27,55,25,3,59,792,24,5,203,12,11,3,1,1,0,624,113,79,151,623,15,2,10,2,6,31,22,56,3.09,50,2,0,2,0,8,0.44,8,0,0,0,0,0,23,14,7,13,3,6,25.0,18,97,25.9,53,179,143,0,24,39,11,0,1002,16,61,50.0,5,1,632,9,29,21,939,750,79.9,118,63,53.2,77,7,6,14,1,1.42,29,23,+6,+0.33,+1.15,30.0,28.2,+1.8,+0.10,+0.02,0,32,0,0,0,133,19,36,34.5,Bundesliga,20,2021-2022
Kevin StÃ¶ger,at AUT,"MF,FW",Mainz 05,27,1993,23,1,419,4.7,1,1,1,0,0,3,0,0.21,0.21,0.43,0.21,0.43,1.6,1.6,1.5,3.1,0.35,0.32,0.67,0.35,0.67,Matches,16,6,37.5,3.44,1.29,0.06,0.17,20.4,3,0.10,-0.6,-0.6,239,329,72.6,4184,1612,123,148,83.1,81,111,73.0,30,57,52.6,-0.5,14,30,11,5,43,297,32,0,61,11,16,16,8,7,0,194,45,90,266,42,8,7,2,0,6,15,8,27,5.80,18,5,0,1,1,1,0.21,1,0,0,0,0,0,13,7,6,5,2,2,25.0,6,28,32.2,25,30,32,0,8,28,1,0,403,5,20,71.4,5,0,259,1,9,5,294,263,89.5,43,18,13.7,90,1,22,15,10,1.22,6,3,+3,+0.64,+0.58,7.4,4.8,+2.6,+0.55,+0.46,0,10,0,0,0,62,4,7,36.4,Bundesliga,20,2021-2022
Tobias Strobl,de GER,"MF,DF",Augsburg,31,1990,5,4,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,2,1,50.0,0.56,0.28,0.00,0.00,17.0,0,0.05,-0.1,-0.1,68,94,72.3,1350,454,22,28,78.6,33,37,89.2,11,22,50.0,0.0,1,7,1,0,10,91,3,0,35,5,1,0,0,0,0,53,17,24,8,72,6,0,0,1,3,5,4,4,1.11,3,0,0,1,0,0,0.00,0,0,0,0,0,0,5,2,2,3,0,1,12.5,7,28,37.3,25,45,5,0,9,13,5,0,135,12,3,,0,0,57,0,2,4,60,52,86.7,2,65,10.6,70,2,1,45,2,0.80,5,6,-1,-0.28,+0.25,3.8,6.2,-2.4,-0.66,-0.08,0,7,0,0,0,38,9,5,64.3,Bundesliga,20,2021-2022
Niklas SÃ¼le,de GER,DF,Bayern Munich,25,1995,28,19,1837,20.4,1,2,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,1.4,1.4,1.0,2.4,0.07,0.05,0.12,0.07,0.12,Matches,16,6,37.5,0.78,0.29,0.06,0.17,17.6,0,0.09,-0.4,-0.4,1572,1735,90.6,32984,11424,489,518,94.4,801,856,93.6,262,320,81.9,+1.0,8,122,9,1,127,1677,58,1,215,55,7,1,0,0,0,1354,157,224,284,1306,79,25,5,4,19,31,16,25,1.22,19,1,2,0,0,5,0.24,4,0,0,1,0,0,36,22,23,13,0,18,78.3,5,59,38.8,82,62,8,0,11,72,62,1,1910,221,23,70.0,7,0,1275,2,7,7,1437,1418,98.7,11,66,60.0,87,15,9,20,0,2.29,64,22,+42,+2.06,+0.73,57.0,25.8,+31.2,+1.53,+0.07,0,11,0,0,0,248,55,20,73.3,Bundesliga,20,2021-2022
ÃdÃ¡m Szalai,hu HUN,FW,Mainz 05,33,1987,12,2,260,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.5,1.5,0.33,0.18,0.51,0.33,0.51,Matches,9,3,33.3,3.12,1.04,0.11,0.33,13.5,0,0.11,0.0,0.0,50,79,63.3,602,128,28,38,73.7,11,22,50.0,1,6,16.7,-0.5,4,2,0,0,5,78,1,0,34,0,4,0,0,0,0,32,27,20,5,49,9,1,5,1,1,6,3,6,2.08,6,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,0,3,1,1,50.0,1,20,34.5,2,25,31,0,4,4,0,0,129,0,22,50.0,3,1,80,0,14,11,186,102,54.8,31,22,8.5,67,0,10,13,0,1.83,4,0,+4,+1.38,+1.35,3.7,1.3,+2.4,+0.82,+0.74,0,9,0,0,0,15,10,14,41.7,Bundesliga,20,2021-2022
Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,20,2000,31,15,1543,17.1,6,8,6,0,1,2,0,0.35,0.47,0.82,0.35,0.82,4.8,4.1,5.1,9.2,0.28,0.30,0.58,0.24,0.54,Matches,40,14,35.0,2.33,0.82,0.15,0.43,21.8,7,0.10,+1.2,+1.9,760,985,77.2,12795,3666,392,466,84.1,245,304,80.6,92,155,59.4,+2.9,42,48,37,12,70,875,110,3,187,38,42,55,21,22,4,658,147,180,93,819,28,14,12,5,8,34,27,74,4.32,44,22,3,2,2,13,0.76,7,5,1,0,0,0,24,15,8,12,4,11,40.7,16,121,33.1,50,196,120,0,34,40,16,0,1227,24,71,47.7,22,4,810,17,33,31,1005,861,85.7,129,50,50.4,79,5,16,23,3,1.58,32,24,+8,+0.47,-1.14,31.4,23.8,+7.6,+0.44,-0.39,0,15,0,0,0,137,22,26,45.8,Bundesliga,20,2021-2022
Jonathan Tah,de GER,DF,Leverkusen,25,1996,33,33,2878,32.0,2,2,2,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.1,1.1,1.0,2.2,0.04,0.03,0.07,0.04,0.07,Matches,15,3,20.0,0.47,0.09,0.13,0.67,10.5,0,0.08,+0.9,+0.9,1693,1884,89.9,36594,10567,424,459,92.4,976,1041,93.8,282,361,78.1,+1.0,8,84,4,1,97,1819,65,4,210,40,3,0,0,0,0,1536,134,214,298,1450,72,4,4,1,18,35,13,20,0.63,17,0,0,0,1,2,0.06,1,0,0,1,0,0,33,18,26,7,0,14,51.9,13,100,41.7,153,79,8,0,22,100,167,2,2242,306,29,83.3,15,0,1441,0,13,18,1525,1502,98.5,3,87,94.1,87,29,0,,0,1.85,76,45,+31,+0.97,-0.02,59.4,41.2,+18.2,+0.57,-0.39,0,20,0,0,0,318,109,41,72.7,Bundesliga,20,2021-2022
Edmond Tapsoba,bf BFA,DF,Leverkusen,22,1999,22,19,1814,20.2,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches,7,1,14.3,0.35,0.05,0.14,1.00,9.1,0,0.06,+0.6,+0.6,1261,1425,88.5,28184,8550,283,307,92.2,703,742,94.7,252,337,74.8,0.0,1,73,1,0,57,1361,64,0,141,43,2,0,0,0,0,1177,95,153,194,1169,34,2,1,3,14,27,18,8,0.40,8,0,0,0,0,0,0.00,0,0,0,0,0,0,34,21,23,9,2,17,60.7,11,81,40.5,133,61,6,0,19,89,75,1,1632,239,18,88.9,8,0,1122,0,5,9,1140,1135,99.6,8,82,59.3,90,19,3,35,1,1.73,43,26,+17,+0.84,-0.31,36.7,22.1,+14.6,+0.72,+0.32,0,22,0,1,0,198,46,28,62.2,Bundesliga,20,2021-2022
Niklas Tauer,de GER,"DF,MF",Mainz 05,20,2001,11,6,487,5.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches,2,2,100.0,0.37,0.37,0.00,0.00,19.4,0,0.12,-0.2,-0.2,149,198,75.3,2759,856,69,83,83.1,57,74,77.0,21,32,65.6,0.0,0,7,1,0,10,185,13,0,24,1,3,0,0,0,0,120,32,46,35,119,24,10,0,0,2,3,7,4,0.74,3,0,0,0,1,1,0.18,1,0,0,0,0,0,20,12,9,11,0,8,61.5,5,30,28.6,49,48,8,0,6,36,15,0,264,12,5,,0,0,107,1,2,3,123,111,90.2,3,44,15.9,68,2,5,16,8,0.73,3,6,-3,-0.55,-0.83,4.4,7.4,-3.0,-0.56,-0.84,0,8,0,0,0,73,11,11,50.0,Bundesliga,20,2021-2022
Robert Tesche,de GER,MF,Bochum,34,1987,11,5,349,3.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,2,0,0.0,0.52,0.00,0.00,,15.0,0,0.04,-0.1,-0.1,145,170,85.3,2838,610,62,70,88.6,60,65,92.3,23,32,71.9,0.0,0,14,1,0,14,169,1,0,19,10,2,0,0,0,0,124,18,28,21,139,7,0,1,1,3,5,3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,3,3,3,1,4,57.1,3,17,35.4,19,23,6,1,3,15,7,1,203,12,2,0.0,0,0,118,0,0,3,159,145,91.2,1,32,11.4,53,1,6,14,13,1.09,1,16,-15,-3.87,-3.90,3.0,12.6,-9.6,-2.47,-2.26,0,4,0,1,0,26,4,7,36.4,Bundesliga,20,2021-2022
