Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Aymen Barkok,ma MAR,"MF,FW",Eint Frankfurt,23,1998,5,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,2,1,50.0,1.13,0.56,0.00,0.00,29.5,0,0.02,0.0,0.0,52,71,73.2,982,497,21,27,77.8,22,29,75.9,7,11,63.6,0.0,1,7,1,0,14,59,12,0,11,3,0,2,1,1,0,44,8,19,7,43,5,10,2,0,3,4,2,3,1.69,2,1,0,0,0,0,0.00,0,0,0,0,0,0,6,3,3,2,1,2,50.0,2,14,26.9,17,25,10,0,4,9,6,0,105,6,0,66.7,4,0,63,0,4,8,63,50,79.4,4,32,5.2,51,0,3,19,4,1.20,2,5,-3,-1.69,-1.66,1.5,3.8,-2.3,-1.28,-1.13,0,5,0,0,0,21,6,2,75.0,Bundesliga,20,2021-2022
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21,2000,31,20,1789,19.9,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,2.4,2.4,2.1,4.5,0.12,0.10,0.23,0.12,0.23,Matches,32,9,28.1,1.61,0.45,0.03,0.11,18.2,0,0.08,-1.4,-1.4,399,546,73.1,6232,1913,208,257,80.9,150,203,73.9,28,47,59.6,-0.1,12,33,15,2,48,541,5,2,127,4,7,1,0,0,0,366,91,89,76,384,57,0,11,5,11,19,23,37,1.86,21,0,0,7,4,4,0.20,2,0,0,0,2,0,71,35,31,29,11,22,52.4,20,137,28.8,131,243,102,0,26,109,31,0,818,34,44,23.5,6,0,447,0,35,18,565,441,78.1,67,58,58.5,78,7,11,22,2,1.48,25,24,+1,+0.05,-0.23,28.9,25.8,+3.1,+0.16,+0.02,0,44,2,0,0,173,27,35,43.5,Bundesliga,20,2021-2022
Jacob Barrett Laursen,dk DEN,DF,Arminia,26,1994,24,20,1632,18.1,2,0,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.5,0.8,0.01,0.03,0.04,0.01,0.04,Matches,8,4,50.0,0.44,0.22,0.25,0.50,24.0,0,0.03,+1.7,+1.7,563,790,71.3,10835,4285,233,274,85.0,239,308,77.6,84,164,51.2,-0.5,7,32,3,1,45,580,210,0,120,19,27,17,8,2,0,394,183,213,408,150,42,168,7,0,20,25,46,15,0.83,8,7,0,0,0,1,0.06,1,0,0,0,0,0,24,16,13,9,2,7,36.8,12,66,33.3,87,77,34,0,28,52,47,1,955,63,10,57.7,16,0,459,3,9,9,474,418,88.2,13,68,53.3,76,8,4,27,4,0.83,12,27,-15,-0.83,-0.13,16.2,33.4,-17.2,-0.95,+0.12,0,13,0,0,1,171,20,32,38.5,Bundesliga,20,2021-2022
Abdourahmane Barry,fr FRA,DF,Greuther FÃ¼rth,21,2000,8,1,210,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches,1,0,0.0,0.43,0.00,0.00,,23.0,0,0.04,0.0,0.0,88,115,76.5,1685,743,37,41,90.2,33,41,80.5,13,22,59.1,-0.1,2,8,2,2,10,93,22,0,18,7,6,0,0,0,0,59,27,29,15,72,4,17,1,0,2,3,5,3,1.29,3,0,0,0,0,0,0.00,0,0,0,0,0,0,9,3,6,2,1,6,75.0,2,11,27.5,15,21,4,0,4,15,0,1,142,11,3,25.0,1,0,77,0,3,4,79,70,88.6,6,26,6.9,76,0,7,19,10,0.00,3,12,-9,-3.86,-2.44,1.7,5.8,-4.1,-1.76,-0.95,0,8,0,0,0,28,6,2,75.0,Bundesliga,20,2021-2022
Maximilian Bauer,de GER,DF,Greuther FÃ¼rth,21,2000,26,18,1690,18.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches,6,1,16.7,0.32,0.05,0.00,0.00,10.4,0,0.05,-0.3,-0.3,721,869,83.0,16775,4870,159,183,86.9,400,434,92.2,156,235,66.4,0.0,1,19,0,0,18,829,40,2,126,29,0,0,0,0,0,656,62,151,105,683,48,2,0,3,17,15,10,8,0.43,7,0,0,0,0,0,0.00,0,0,0,0,0,0,35,25,27,7,1,13,50.0,13,87,37.5,135,93,4,0,16,81,112,1,1088,184,13,,0,0,604,1,2,2,660,641,97.1,1,65,55.2,87,16,8,16,4,0.65,12,54,-42,-2.24,-1.45,16.0,36.9,-20.9,-1.11,-0.54,0,30,0,1,1,158,65,43,60.2,Bundesliga,20,2021-2022
Oliver Baumann,de GER,GK,Hoffenheim,31,1990,33,33,2970,33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,1210,1521,79.6,30395,16278,321,324,99.1,549,555,98.9,322,623,51.7,0.0,0,19,0,0,0,1239,282,0,146,34,0,0,0,0,0,1016,48,457,270,1035,1,0,170,5,41,11,5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,50.0,6,0,0,0,0,0,1,1,1605,1331,0,100.0,1,0,939,0,0,0,927,922,99.5,0,90,97.1,90,33,0,,0,1.30,52,57,-5,-0.15,-3.15,52.0,51.2,+0.9,+0.03,-1.63,0,0,0,0,0,221,0,0,,Bundesliga,20,2021-2022
Timo Baumgartl,de GER,DF,Union Berlin,25,1996,25,25,2166,24.1,1,2,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,1.4,1.4,0.5,1.9,0.06,0.02,0.08,0.06,0.08,Matches,13,4,30.8,0.54,0.17,0.08,0.25,8.7,0,0.11,-0.4,-0.4,937,1167,80.3,20617,7590,259,303,85.5,495,562,88.1,176,286,61.5,+1.5,5,73,7,4,78,1109,58,1,143,39,12,0,0,0,0,815,99,253,241,815,55,4,5,6,30,29,10,16,0.66,10,1,0,0,1,2,0.08,1,0,0,1,0,0,70,37,48,21,1,35,67.3,17,151,39.8,188,163,28,0,33,114,82,0,1434,156,31,50.0,4,1,817,2,9,8,895,852,95.2,7,87,70.8,87,22,0,,4,1.44,29,33,-4,-0.17,-1.17,33.7,31.1,+2.6,+0.11,-0.52,0,30,0,0,2,257,83,57,59.3,Bundesliga,20,2021-2022
Julian Baumgartlinger,at AUT,MF,Leverkusen,33,1988,6,1,88,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,58,66,87.9,1080,186,23,25,92.0,24,26,92.3,9,11,81.8,0.0,0,4,0,0,1,65,1,0,5,1,1,0,0,0,0,44,13,9,5,54,6,0,0,0,2,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,2,1,0,2,66.7,1,9,45.0,8,11,1,0,2,5,0,0,73,4,0,,0,0,47,0,1,0,53,51,96.2,0,15,2.9,59,0,5,6,5,2.67,4,0,+4,+4.09,+3.21,2.6,0.8,+1.8,+1.82,+1.27,0,2,0,0,0,13,2,2,50.0,Bundesliga,20,2021-2022
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21,1999,29,23,1888,21.0,7,2,7,0,0,5,0,0.33,0.10,0.43,0.33,0.43,7.4,7.4,3.2,10.6,0.35,0.15,0.51,0.35,0.51,Matches,42,17,40.5,2.00,0.81,0.17,0.41,13.2,0,0.18,-0.4,-0.4,542,753,72.0,9417,2514,251,314,79.9,209,275,76.0,64,115,55.7,-1.2,20,44,23,6,69,723,30,2,189,19,28,2,1,0,0,463,138,152,96,551,39,18,13,1,24,39,30,47,2.24,37,0,3,4,2,5,0.24,4,0,0,0,0,1,32,26,17,5,10,12,33.3,24,124,29.0,79,198,151,0,21,53,15,0,1020,25,92,45.7,16,3,638,12,54,37,877,706,80.5,120,65,61.7,76,9,6,24,0,1.34,29,33,-4,-0.19,-0.34,32.6,31.0,+1.6,+0.08,+0.01,0,35,0,0,0,161,47,59,44.3,Bundesliga,20,2021-2022
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,24,1996,14,1,241,2.7,1,0,1,0,0,1,0,0.37,0.00,0.37,0.37,0.37,0.7,0.7,0.2,0.9,0.25,0.08,0.33,0.25,0.33,Matches,7,3,42.9,2.61,1.12,0.14,0.33,13.8,0,0.10,+0.3,+0.3,31,51,60.8,496,172,15,22,68.2,8,13,61.5,4,6,66.7,-0.2,2,0,4,3,1,47,4,0,18,3,10,0,0,0,0,31,11,9,6,36,3,4,0,0,3,2,6,4,1.49,2,0,0,1,1,0,0.00,0,0,0,0,0,0,5,4,1,2,2,1,50.0,1,16,29.1,14,19,22,0,5,11,2,0,110,5,21,20.0,3,0,65,4,15,6,105,64,61.0,28,17,7.9,67,0,13,13,3,0.93,5,3,+2,+0.75,+1.35,3.6,4.6,-1.0,-0.39,+0.22,0,7,0,0,0,18,7,18,28.0,Bundesliga,20,2021-2022
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,27,1994,28,25,2091,23.2,7,2,7,0,0,0,0,0.30,0.09,0.39,0.30,0.39,8.4,8.4,1.9,10.3,0.36,0.08,0.44,0.36,0.44,Matches,45,14,31.1,1.94,0.60,0.16,0.50,12.0,0,0.19,-1.4,-1.4,456,631,72.3,7027,2245,247,315,78.4,151,206,73.3,33,52,63.5,+0.1,19,16,33,11,48,563,68,0,138,12,47,0,0,0,0,357,169,105,48,444,30,58,17,0,13,35,35,53,2.28,42,1,3,2,0,6,0.26,3,0,1,2,0,0,25,18,7,11,7,4,28.6,10,117,31.0,54,140,183,0,21,36,21,0,914,28,108,43.5,25,1,565,17,65,43,996,631,63.4,147,75,68.3,79,6,3,42,0,1.50,34,40,-6,-0.26,-0.63,37.0,35.9,+1.1,+0.05,-0.08,0,33,0,0,0,107,46,86,34.8,Bundesliga,20,2021-2022
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,26,1995,28,22,1758,19.5,4,6,4,0,0,4,0,0.20,0.31,0.51,0.20,0.51,3.0,3.0,6.6,9.6,0.15,0.34,0.49,0.15,0.49,Matches,37,18,48.6,1.89,0.92,0.11,0.22,20.4,1,0.08,+1.0,+1.0,385,610,63.1,7226,2266,168,232,72.4,148,229,64.6,58,107,54.2,-0.6,45,23,43,30,47,601,9,2,126,25,102,1,0,0,0,356,136,118,73,494,25,2,5,3,17,22,47,74,3.79,63,1,2,6,1,10,0.51,8,0,2,0,0,0,15,9,4,8,3,2,18.2,9,93,30.2,32,134,142,0,15,25,4,0,812,11,71,57.4,32,3,590,29,47,26,929,601,64.7,176,63,57.5,75,4,6,19,3,1.71,30,24,+6,+0.31,+0.31,29.6,23.5,+6.0,+0.31,+0.11,0,28,0,0,0,137,12,68,15.0,Bundesliga,20,2021-2022
Kevin Behrens,de GER,FW,Union Berlin,30,1991,24,2,499,5.5,2,2,2,0,0,1,0,0.36,0.36,0.72,0.36,0.72,2.7,2.7,1.9,4.6,0.49,0.34,0.83,0.49,0.83,Matches,16,7,43.8,2.89,1.26,0.13,0.29,11.1,0,0.17,-0.7,-0.7,127,184,69.0,1872,389,74,100,74.0,42,59,71.2,8,14,57.1,+0.1,6,9,5,0,15,180,4,2,78,0,3,0,0,0,0,94,45,45,27,84,19,0,9,1,5,5,6,19,3.43,14,0,2,1,0,3,0.54,1,0,0,1,1,0,5,3,2,2,1,0,0.0,3,35,29.9,14,61,42,0,9,11,8,0,273,8,39,25.0,2,0,133,4,22,10,322,198,61.5,49,21,16.3,63,0,22,17,5,1.75,13,8,+5,+0.90,+0.87,11.1,7.8,+3.3,+0.60,+0.41,0,14,1,0,0,36,53,48,52.5,Bundesliga,20,2021-2022
Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,26,17,1636,18.2,5,2,4,1,1,1,0,0.28,0.11,0.39,0.22,0.33,4.1,3.4,1.7,5.1,0.23,0.10,0.32,0.19,0.28,Matches,34,17,50.0,1.87,0.94,0.12,0.24,12.5,0,0.10,+0.9,+0.6,331,471,70.3,4344,883,214,276,77.5,91,137,66.4,10,23,43.5,+0.3,19,9,12,1,27,436,35,0,134,2,18,0,0,0,0,293,99,79,17,357,43,2,15,2,6,24,17,43,2.37,33,0,4,2,0,5,0.28,2,0,1,1,1,0,12,6,6,6,0,3,33.3,6,56,27.3,31,99,75,0,7,18,15,0,668,17,94,48.7,21,0,411,10,43,43,859,516,60.1,126,63,53.5,77,3,9,36,4,0.96,21,38,-17,-0.94,+0.14,16.8,32.8,-15.9,-0.88,-0.54,0,22,1,0,0,62,49,60,45.0,Bundesliga,20,2021-2022
Stefan Bell,de GER,DF,Mainz 05,29,1991,33,33,2864,31.8,2,0,2,0,0,9,0,0.06,0.00,0.06,0.06,0.06,1.5,1.5,1.6,3.1,0.05,0.05,0.10,0.05,0.10,Matches,22,5,22.7,0.69,0.16,0.09,0.40,9.3,0,0.07,+0.5,+0.5,1166,1479,78.8,23324,9556,388,437,88.8,620,711,87.2,144,293,49.1,-1.6,10,74,7,1,84,1438,41,0,225,15,11,0,0,0,0,942,165,372,171,1099,109,7,11,4,29,38,25,14,0.44,14,0,0,0,0,0,0.00,0,0,0,0,0,0,64,34,47,14,3,25,39.1,39,125,38.3,186,125,15,0,24,130,157,2,1821,253,46,80.0,9,1,962,0,8,7,1052,1028,97.7,15,87,93.6,87,27,0,,0,1.39,46,41,+5,+0.16,+0.16,48.2,43.7,+4.5,+0.14,-0.10,0,52,0,1,1,378,137,56,71.0,Bundesliga,20,2021-2022
Armel Bella Kotchap,de GER,DF,Bochum,19,2001,22,20,1768,19.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.03,0.01,0.04,0.03,0.04,Matches,10,3,30.0,0.51,0.15,0.00,0.00,16.1,0,0.05,-0.5,-0.5,585,743,78.7,14516,3641,118,152,77.6,297,329,90.3,164,249,65.9,-0.3,3,39,2,1,28,720,23,2,95,25,2,0,0,0,0,473,76,194,152,492,51,10,6,1,31,12,8,9,0.46,8,1,0,0,0,0,0.00,0,0,0,0,0,0,40,24,29,11,0,13,59.1,9,89,35.0,144,99,11,1,13,104,114,0,1004,173,18,100.0,1,0,526,0,8,6,545,528,96.9,2,80,57.8,88,18,2,2,9,0.95,18,35,-17,-0.87,-1.07,22.9,28.8,-5.9,-0.30,+0.39,0,28,0,0,2,173,58,20,74.4,Bundesliga,20,2021-2022
Karim Bellarabi,de GER,"FW,DF",Leverkusen,31,1990,16,9,683,7.6,3,2,3,0,0,2,0,0.40,0.26,0.66,0.40,0.66,2.2,2.2,1.2,3.4,0.29,0.16,0.45,0.29,0.45,Matches,28,11,39.3,3.69,1.45,0.11,0.27,17.3,0,0.08,+0.8,+0.8,199,267,74.5,3330,961,106,128,82.8,62,84,73.8,23,40,57.5,+0.8,9,17,8,3,20,256,11,0,38,4,20,3,0,2,0,190,43,34,27,225,4,8,2,0,3,20,8,25,3.29,15,0,1,3,1,4,0.53,2,0,0,1,1,0,11,9,5,4,2,2,33.3,4,35,30.4,40,45,30,0,5,19,7,0,378,11,39,56.7,19,2,292,8,20,13,330,283,85.8,49,43,22.3,62,0,7,18,1,1.94,23,6,+17,+2.24,+1.63,17.4,8.8,+8.6,+1.14,+0.70,0,22,2,0,0,38,2,3,40.0,Bundesliga,20,2021-2022
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,32,32,2790,31.0,3,8,3,0,0,9,0,0.10,0.26,0.35,0.10,0.35,4.2,4.2,4.6,8.8,0.14,0.15,0.29,0.14,0.29,Matches,44,12,27.3,1.42,0.39,0.07,0.25,17.3,0,0.10,-1.2,-1.2,1298,1536,84.5,22817,5208,597,675,88.4,541,604,89.6,133,194,68.6,+3.4,34,113,36,2,138,1504,32,7,335,49,17,2,1,0,0,1194,173,169,248,1190,42,8,18,9,22,56,41,98,3.16,67,0,9,12,6,19,0.61,12,0,2,0,2,3,65,40,18,34,13,19,35.8,34,217,33.6,129,347,170,0,60,109,30,2,2040,52,102,48.5,56,2,1464,15,64,58,1783,1515,85.0,178,87,91.2,87,27,0,,0,2.06,76,46,+30,+0.97,-0.03,57.1,38.5,+18.6,+0.60,+0.27,0,44,0,0,0,244,40,51,44.0,Bundesliga,20,2021-2022
George Bello,us USA,DF,Arminia,19,2002,10,3,434,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.06,0.08,0.01,0.08,Matches,3,0,0.0,0.62,0.00,0.00,,23.9,0,0.02,-0.1,-0.1,138,177,78.0,2323,819,61,69,88.4,71,88,80.7,5,16,31.3,-0.3,3,9,1,0,13,139,38,0,32,2,6,2,0,2,0,111,41,25,116,22,2,35,0,0,2,11,1,5,1.04,4,0,0,1,0,0,0.00,0,0,0,0,0,0,10,6,9,1,0,4,66.7,2,14,29.2,27,11,10,0,7,19,13,0,249,23,10,42.9,6,0,146,1,10,8,140,127,90.7,7,43,14.2,90,3,7,23,3,0.20,2,12,-10,-2.07,-1.53,3.0,11.7,-8.7,-1.81,-0.94,0,3,0,0,1,36,3,9,25.0,Bundesliga,20,2021-2022
LÃ¡szlÃ³ BÃ©nes,sk SVK,MF,M'Gladbach,23,1997,13,2,246,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.1,0.27,0.13,0.39,0.27,0.39,Matches,7,5,71.4,2.56,1.83,0.00,0.00,22.0,2,0.10,-0.7,-0.7,142,192,74.0,2625,736,63,76,82.9,49,58,84.5,26,48,54.2,-0.3,4,19,1,0,14,169,23,0,31,10,5,11,6,2,0,130,13,49,161,15,9,1,1,2,2,5,4,11,4.02,4,4,0,1,1,1,0.37,0,0,0,1,0,0,5,4,0,3,2,0,0.0,6,23,40.4,13,37,7,0,3,5,7,0,232,8,3,66.7,2,0,143,2,6,1,164,154,93.9,8,19,8.0,62,0,11,11,17,1.31,6,6,0,0.00,+0.22,4.7,6.1,-1.4,-0.50,-0.64,0,1,0,0,0,29,6,1,85.7,Bundesliga,20,2021-2022
Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,22,1999,4,0,50,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches,1,0,0.0,1.80,0.00,0.00,,19.6,0,0.04,0.0,0.0,17,23,73.9,334,29,8,11,72.7,6,7,85.7,3,4,75.0,0.0,0,1,0,0,1,21,2,0,5,2,2,0,0,0,0,18,3,2,10,10,0,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,100.0,0,3,27.3,2,3,6,0,0,1,0,0,34,0,4,71.4,5,0,31,1,4,1,28,23,82.1,4,13,1.6,,0,4,13,19,0.50,1,0,+1,+1.80,+2.04,3.4,0.5,+2.8,+5.09,+5.09,0,3,0,0,0,6,1,1,50.0,Bundesliga,20,2021-2022
Ramy Bensebaini,dz ALG,DF,M'Gladbach,26,1995,23,22,2020,22.4,4,1,2,2,2,6,0,0.18,0.04,0.22,0.09,0.13,3.7,2.2,1.0,3.2,0.17,0.04,0.21,0.10,0.14,Matches,29,7,24.1,1.29,0.31,0.07,0.29,16.3,1,0.08,+0.3,-0.2,1060,1295,81.9,20577,6878,414,462,89.6,477,555,85.9,155,238,65.1,0.0,13,66,14,6,86,1157,138,1,190,26,16,1,0,0,0,879,214,202,838,269,54,99,1,6,25,37,30,26,1.16,21,2,0,1,1,4,0.18,3,0,0,1,0,0,47,27,28,16,3,22,50.0,22,71,30.7,127,77,27,0,39,125,84,0,1640,158,39,58.1,21,0,977,6,21,17,1026,972,94.7,31,88,66.0,90,21,1,46,0,1.09,37,48,-11,-0.49,-0.84,36.2,37.9,-1.7,-0.07,-0.48,0,35,0,1,0,242,62,45,57.9,Bundesliga,20,2021-2022
Louis Beyer,de GER,DF,M'Gladbach,21,2000,17,15,1384,15.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches,7,0,0.0,0.46,0.00,0.00,,11.1,0,0.08,-0.6,-0.6,833,933,89.3,16716,4624,265,291,91.1,459,489,93.9,103,139,74.1,-0.2,5,28,4,0,41,897,36,0,95,22,5,0,0,0,0,760,76,97,123,744,36,20,4,1,15,14,11,17,1.11,14,1,0,1,1,1,0.07,1,0,0,0,0,0,48,21,32,14,2,19,42.2,26,61,33.9,103,70,7,0,21,74,55,0,1114,93,12,57.1,8,0,719,3,6,5,803,780,97.1,9,81,45.2,89,13,2,23,6,1.53,25,19,+6,+0.39,+1.09,28.1,21.6,+6.5,+0.42,+0.61,0,17,0,1,0,128,23,25,47.9,Bundesliga,20,2021-2022
Bartosz Bialek,pl POL,FW,Wolfsburg,19,2001,12,1,178,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.24,0.12,0.36,0.24,0.36,Matches,7,2,28.6,3.54,1.01,0.00,0.00,11.9,0,0.07,-0.5,-0.5,25,44,56.8,428,57,14,20,70.0,7,12,58.3,4,8,50.0,-0.2,2,1,1,0,2,43,1,0,14,2,0,0,0,0,0,18,13,13,2,36,3,0,0,0,1,4,4,4,2.02,3,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0.0,3,19,31.7,1,33,26,0,0,1,2,0,70,2,12,0.0,0,0,41,0,5,7,96,54,56.3,19,15,5.8,64,0,11,10,7,1.58,4,2,+2,+1.01,+1.42,1.4,2.9,-1.5,-0.75,-0.76,0,4,0,0,0,9,9,12,42.9,Bundesliga,20,2021-2022
Ermin BiÄakÄiÄ,ba BIH,DF,Hoffenheim,31,1990,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,3,100.0,36,10,3,3,100.0,0,0,,0,0,,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,1,0,0,0,0,0,0,3,1,0,,0,0,2,0,0,0,3,3,100.0,0,5,0.2,,0,1,5,0,0.00,0,0,0,0.00,+0.06,0.1,0.0,+0.1,+2.16,+2.09,0,0,0,0,0,0,0,0,,Bundesliga,20,2021-2022
Tom Bischof,de GER,"MF,FW",Hoffenheim,16,2005,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,8,62.5,52,11,4,5,80.0,1,3,33.3,0,0,,0.0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,0,6,1,1,5,1,2,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,50.0,2,0,2,0,2,0,1,0,11,1,0,,0,0,7,0,0,1,8,8,100.0,1,14,0.5,,0,1,14,6,0.00,0,0,0,0.00,+0.06,0.0,0.1,-0.1,-0.53,-0.61,0,1,0,0,0,0,0,0,,Bundesliga,20,2021-2022
Danny Blum,de GER,"FW,MF",Bochum,30,1991,13,2,346,3.8,2,0,2,0,0,0,0,0.52,0.00,0.52,0.52,0.52,1.0,1.0,0.8,1.7,0.25,0.20,0.45,0.25,0.45,Matches,11,5,45.5,2.86,1.30,0.18,0.40,16.6,1,0.09,+1.0,+1.0,114,179,63.7,2151,802,59,73,80.8,31,51,60.8,18,41,43.9,-0.8,12,9,5,3,15,151,28,0,32,12,18,12,6,5,1,79,33,67,134,14,12,4,1,1,5,6,8,17,4.42,11,6,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,0.0,2,15,23.8,14,24,25,0,1,7,2,0,222,1,15,66.7,4,0,119,2,8,5,192,140,72.9,27,27,11.3,52,0,11,22,4,1.31,4,1,+3,+0.78,+1.34,5.9,5.7,+0.2,+0.06,+0.60,0,3,0,0,0,34,18,10,64.3,Bundesliga,20,2021-2022
Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,18,8,696,7.7,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.7,0.05,0.04,0.08,0.05,0.08,Matches,10,2,20.0,1.29,0.26,0.00,0.00,21.1,0,0.03,-0.3,-0.3,253,326,77.6,5023,1361,94,111,84.7,115,136,84.6,38,59,64.4,-0.3,4,30,2,0,28,304,22,0,66,13,2,0,0,0,0,194,53,79,28,251,22,2,6,1,10,9,11,16,2.07,13,0,0,2,0,0,0.00,0,0,0,0,0,0,9,4,1,6,2,4,40.0,6,18,20.5,13,56,19,0,9,17,15,0,425,15,13,71.4,6,0,247,0,18,15,344,270,78.5,22,39,22.7,61,0,10,21,6,1.11,10,13,-3,-0.39,+0.79,9.0,8.7,+0.3,+0.03,+0.85,0,22,0,0,0,84,26,23,53.1,Bundesliga,20,2021-2022
Herbert Bockhorn,de GER,DF,Bochum,26,1995,18,7,850,9.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.06,0.03,0.09,0.06,0.09,Matches,7,2,28.6,0.74,0.21,0.00,0.00,22.6,1,0.08,-0.5,-0.5,265,364,72.8,5109,1431,110,130,84.6,114,149,76.5,39,70,55.7,-0.3,4,21,2,0,29,298,66,0,62,8,22,0,0,0,0,191,89,84,69,205,15,61,0,1,8,12,16,14,1.48,8,1,2,3,0,1,0.11,0,0,1,0,0,0,27,16,15,10,2,9,45.0,11,44,25.1,69,78,28,0,20,53,24,0,512,28,11,55.0,12,0,293,5,19,11,280,242,86.4,14,47,27.8,89,6,11,21,9,0.61,7,19,-12,-1.27,-1.19,10.1,18.8,-8.8,-0.93,-0.64,0,11,0,0,0,95,18,18,50.0,Bundesliga,20,2021-2022
